,epsilon,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,acc,macro-F1,micro-F1
10,0.009000000000000001,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
11,0.01,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
12,0.011,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
13,0.012,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
14,0.013000000000000001,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
15,0.014,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
16,0.015,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
17,0.016,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
18,0.017,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
19,0.018000000000000002,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
20,0.019,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
21,0.02,0.02145922746781116,1.0,0.04201680672268908,0,231,0,2,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,2,2,24,1,1.0,0.9090909090909091,0.9523809523809523,0,0,24,0,1.0,1.0,1.0,8,13,24,1,1.0,1.0,1.0,11,10,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,1,3,24,1,1.0,1.0,1.0,2,0,24,1,1.0,1.0,1.0,7,4,24,1,0.012875536480686695,1.0,0.02542372881355932,0,232,0,2,0.0,0.0,0.0,0,0,0,0,0.017167381974248927,1.0,0.03375527426160338,0,231,0,2,1.0,1.0,1.0,4,1,24,1,1.0,1.0,1.0,1,0,24,1,1.0,1.0,1.0,3,0,24,1,1.0,1.0,1.0,2,3,24,1,1.0,1.0,1.0,2,2,24,1,1.0,1.0,1.0,7,6,24,1,1.0,1.0,1.0,5,5,24,1,1.0,1.0,1.0,2,1,24,1,1.0,1.0,1.0,7,2,24,1,1.0,1.0,1.0,0,0,24,0,1.0,1.0,1.0,1,2,24,1,0.1228813559322034,0.18641999226111375,0.1228813559322034
